"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids","backdrop_path","adult","overview","release_date"
10245,140607,FALSE,7.4,"Star Wars: The Force Awakens",37.312509,"/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg","en","Star Wars: The Force Awakens","28, 12, 878, 14","/njv65RTipNSTozFLuF85jL0bcQe.jpg",FALSE,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.","2015-12-15"
4936,262500,FALSE,6.2,"Insurgent",37.259529,"/6w1VjTPTjTaA5oNvsAg0y4H6bou.jpg","en","Insurgent","28, 12, 878, 53","/L5QRL1O3fGs2hH1LbtYyVl8Tce.jpg",FALSE,"Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.","2015-03-18"
14935,155,FALSE,8.3,"The Dark Knight",37.134793,"/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg","en","The Dark Knight","18, 28, 80, 53","/hqkIcbrOHL86UncnHIsHVcVmzue.jpg",FALSE,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","2008-07-16"
6242,246655,FALSE,6.5,"X-Men: Apocalypse",36.931827,"/zSouWWrySXshPCT4t3UKCQGayyo.jpg","en","X-Men: Apocalypse","28, 12, 878, 14","/oQWWth5AOtbWG9o8SCAviGcADed.jpg",FALSE,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.","2016-05-18"
3948,399055,FALSE,7.3,"The Shape of Water",36.039184,"/k4FwHlMhuRR5BISY2Gm2QZHlH5Q.jpg","en","The Shape of Water","18, 14, 10749","/hVYhrKuQNFro6jXHZMn60uYjrIP.jpg",FALSE,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.","2017-12-01"
6204,285,FALSE,7,"Pirates of the Caribbean: At World's End",35.894749,"/bXb00CkHqx7TPchTGG131sWV59y.jpg","en","Pirates of the Caribbean: At World's End","12, 14, 28","/EDloimImeTz1rFM7YIJ5Dw1mzU.jpg",FALSE,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","2007-05-19"
6520,1865,FALSE,6.4,"Pirates of the Caribbean: On Stranger Tides",35.761963,"/wNUDAq5OUMOtxMlz64YaCp7gZma.jpg","en","Pirates of the Caribbean: On Stranger Tides","12, 28, 14","/l7zANdjgTvYqwZUx76Vk0EKpCH5.jpg",FALSE,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","2011-05-14"
9,411135,FALSE,6.4,"Future World",35.481573,"/vOFDhEJ3UrNYTHUq7Kxj47xvjm3.jpg","en","Future World","878","/g29nhwmOiYElKW27hzohK6nSwpC.jpg",FALSE,"A young boy searches a future world wasteland for a rumored cure for his dying mother.","2018-05-25"
9706,671,FALSE,7.7,"Harry Potter and the Philosopher's Stone",35.425064,"/dCtFvscYcXQKTNvyyaQr2g2UacJ.jpg","en","Harry Potter and the Philosopher's Stone","12, 14, 10751","/vYZvThuxWBmjXOyRK5IoY9kOSq9.jpg",FALSE,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.","2001-11-16"
610,446791,FALSE,6.3,"All the Money in the World",35.201275,"/zig7XjXQ7aJhyy2KIGDGPPom4uJ.jpg","en","All the Money in the World","53, 18, 80, 9648","/j3gpAEqIXyFj54eA1d7WI93LFuf.jpg",FALSE,"The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.","2017-12-13"
7609,131631,FALSE,6.7,"The Hunger Games: Mockingjay - Part 1",35.05296,"/gj282Pniaa78ZJfbaixyLXnXEDI.jpg","en","The Hunger Games: Mockingjay - Part 1","878, 12, 53","/4PwyB0ErucIANzW24Kori71J6gU.jpg",FALSE,"Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.","2014-11-18"
0,320288,FALSE,0,"X-Men: Dark Phoenix",34.852435,"/6qmsupE0opYPIaBGe7T5D2FBzLs.jpg","en","X-Men: Dark Phoenix","28, 878","/phxiKFDvPeQj4AbkvJLmuZEieDU.jpg",FALSE,"Gathered together by Professor Charles Xavier to protect a world that fears and hates them, the X-Men had fought many battles, been on adventures that spanned galaxies, grappled enemies of limitless might, but none of this could prepare them for the most shocking struggle they would ever face. One of their own members, Jean Grey, has gained power beyond all comprehension, and that power has corrupted her absolutely! Now, they must decide if the life of the woman they cherish is worth the existence of the entire universe!","2019-02-05"
11189,603,FALSE,8,"The Matrix",34.746702,"/lZpWprJqbIFpEV5uoHfoK0KCnTW.jpg","en","The Matrix","28, 878","/7u3pxc0K1wx32IleAkLv78MKgrw.jpg",FALSE,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","1999-03-30"
3980,177677,FALSE,7,"Mission: Impossible - Rogue Nation",34.632616,"/z2sJd1OvAGZLxgjBdSnQoLCfn3M.jpg","en","Mission: Impossible - Rogue Nation","28, 12, 53","/8XeLfNQrDmFQmPTqxapfWUnKiLf.jpg",FALSE,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.","2015-07-23"
11566,76341,FALSE,7.3,"Mad Max: Fury Road",34.106437,"/kqjL17yufvn9OVLyXYpvtyrFfak.jpg","en","Mad Max: Fury Road","28, 12, 878, 53","/phszHPFVhPHhMZgo0fWTKBDQsJA.jpg",FALSE,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.","2015-05-13"
4720,291805,FALSE,6.7,"Now You See Me 2",34.023901,"/hU0E130tsGdsYa4K9lc3Xrn5Wyt.jpg","en","Now You See Me 2","28, 12, 35, 80, 9648, 53","/zrAO2OOa6s6dQMQ7zsUbDyIBrAP.jpg",FALSE,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","2016-06-02"
4797,216015,FALSE,5.3,"Fifty Shades of Grey",33.833899,"/jV8wnk3Jgz6f7degmT3lHNGI2tK.jpg","en","Fifty Shades of Grey","18, 10749, 53","/vNO3d4Uj0Z6N0twXsDqMmGY7AOn.jpg",FALSE,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.","2015-02-11"
3284,98566,FALSE,5.8,"Teenage Mutant Ninja Turtles",33.703365,"/oDL2ryJ0sV2bmjgshVgJb3qzvwp.jpg","en","Teenage Mutant Ninja Turtles","878, 28, 12, 14, 35","/OqCXGt5nl1cHPeotxCDvXLLe6p.jpg",FALSE,"The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.","2014-08-07"
11543,1726,FALSE,7.4,"Iron Man",33.662685,"/848chlIWVT41VtAAgyh9bWymAYb.jpg","en","Iron Man","28, 878, 12","/ZQixhAZx6fH1VNafFXsqa1B8QI.jpg",FALSE,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","2008-04-30"
1530,399404,FALSE,7.2,"Darkest Hour",33.620641,"/z0K8uoNbrYKkbaP7wIeadJ4BmSL.jpg","en","Darkest Hour","18, 36","/6prkTmEEsB3f9hhKBzUePLe27b2.jpg",FALSE,"A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.","2017-11-22"
4894,337339,FALSE,6.8,"The Fate of the Furious",33.577899,"/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg","en","The Fate of the Furious","12, 28, 80, 53, 9648","/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg",FALSE,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.","2017-04-12"
9527,121,FALSE,8.1,"The Lord of the Rings: The Two Towers",33.342984,"/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg","en","The Lord of the Rings: The Two Towers","12, 14, 28","/dG4BmM32XJmKiwopLDQmvXEhuHB.jpg",FALSE,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","2002-12-18"
4567,294254,FALSE,6.5,"Maze Runner: The Scorch Trials",33.148394,"/vlTPQANjLYTebzFJM1G4KeON0cb.jpg","en","Maze Runner: The Scorch Trials","28, 878, 53","/iapRFMGKvN9tsjqPlN7MIDTCezG.jpg",FALSE,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.","2015-09-09"
147,460019,FALSE,5.9,"Truth or Dare",32.978318,"/zbvziwnZa91AJD78Si0hUb5JP5X.jpg","en","Truth or Dare","53, 27","/eQ5xu2pQ5Kergubto5PbbUzey28.jpg",FALSE,"A harmless game of “Truth or Dare” among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.","2018-04-12"
6147,374720,FALSE,7.4,"Dunkirk",32.965425,"/ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg","en","Dunkirk","28, 18, 36, 53, 10752","/fudEG1VUWuOqleXv6NwCExK0VLy.jpg",FALSE,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.","2017-07-19"
7676,210577,FALSE,7.9,"Gone Girl",32.914628,"/gdiLTof3rbPDAmPaCf4g6op46bj.jpg","en","Gone Girl","9648, 53, 18","/bt6DhdALyhf90gReozoQ0y3R3vZ.jpg",FALSE,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","2014-10-01"
9164,150540,FALSE,7.9,"Inside Out",32.571615,"/aAmfIX3TT40zUHGcCKrlOZRKC7u.jpg","en","Inside Out","18, 35, 16, 10751","/szytSpLAyBh3ULei3x663mAv5ZT.jpg",FALSE,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.","2015-06-09"
249,407451,FALSE,5.2,"A Wrinkle in Time",32.534395,"/yAcb58vipewa1BfNit2RjE6boXA.jpg","en","A Wrinkle in Time","12, 878, 10751, 14","/zqUaMojohr96itJYCE3W1NauTn7.jpg",FALSE,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.","2018-03-08"
21,340674,FALSE,5.6,"Dark Crimes",32.307074,"/bEwK1r4pmJ9huEjqrZf73NXJvFy.jpg","en","Dark Crimes","28, 80, 53, 18","/7vR0frpPSBhToKKESNfnPfDTY8y.jpg",FALSE,"A hard-boiled detective becomes suspicious of an author when the incidents described in his hit novel resemble the inner-workings of an unsolved murder.","2018-05-18"
5578,206647,FALSE,6.3,"Spectre",31.974027,"/hE24GYddaxB9MVZl1CaiI86M3kp.jpg","en","Spectre","28, 12, 80","/wVTYlkKPKrljJfugXN7UlLNjtuJ.jpg",FALSE,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","2015-10-26"
10128,122,FALSE,8.3,"The Lord of the Rings: The Return of the King",31.936232,"/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg","en","The Lord of the Rings: The Return of the King","12, 14, 28","/8BPZO0Bf8TeAy8znF43z8soK3ys.jpg",FALSE,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.","2003-12-01"
501,449443,FALSE,6.4,"Den of Thieves",31.71717,"/AfybH6GbGFw1F9bcETe2yu25mIE.jpg","en","Den of Thieves","28, 53, 80","/s3FDBLH4qc1IcjexB05Qvbn3wxO.jpg",FALSE,"A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.","2018-01-18"
4954,8966,FALSE,5.8,"Twilight",31.642276,"/lcMp3AONdNhjYE9MmTtMMTOiRDP.jpg","en","Twilight","12, 14, 18, 10749","/nEdBHjvRkKwEPD1Ps5A3rRiiLVN.jpg",FALSE,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.","2008-11-20"
9207,1771,FALSE,6.7,"Captain America: The First Avenger",31.604851,"/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg","en","Captain America: The First Avenger","28, 12, 878","/pmZtj1FKvQqISS6iQbkiLg5TAsr.jpg",FALSE,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","2011-07-22"
